"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d"
"0 - 9","NE",202050,2,51,0.005,0.5,17682,11.31,288.43,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NE",202051,2,53,0.006,0.6,17682,11.31,299.74,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NE",202052,4,57,0.011,1.1,17682,22.62,322.36,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NE",202053,2,59,0.005,0.5,17682,11.31,333.67,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NE",202101,4,63,0.008,0.8,17682,22.62,356.29,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NE",202102,3,66,0.009,0.9,17682,16.97,373.26,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NE",202103,2,68,0.008,0.8,17682,11.31,384.57,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NE",202104,2,70,0.009,0.9,17682,11.31,395.88,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NE",202105,5,75,0.023,2.3,17682,28.28,424.16,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NE",202106,12,87,0.041,4.1,17682,67.87,492.03,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NE",202107,13,100,0.038,3.8,17682,73.52,565.55,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NE",202108,15,115,0.058,5.8,17682,84.83,650.38,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE
"0 - 9","NE",202109,5,120,0.029,2.9,17682,28.28,678.66,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE
"0 - 9","NE",202110,16,136,0.074,7.4,17682,90.49,769.14,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE
"0 - 9","NE",202111,19,155,0.082,8.2,17682,107.45,876.6,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE
"0 - 9","NE",202112,11,166,0.134,13.4,17682,62.21,938.81,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NW",202009,0,0,NA,NA,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NW",202010,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NW",202011,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NW",202012,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NW",202013,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NW",202014,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NW",202015,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NW",202016,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NW",202017,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NW",202018,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NW",202019,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NW",202020,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NW",202021,0,0,NA,NA,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NW",202022,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NW",202023,0,0,NA,NA,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NW",202024,0,0,NA,NA,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","NW",202025,0,0,NA,NA,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","NW",202026,0,0,NA,NA,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","NW",202027,0,0,NA,NA,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","NW",202028,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","NW",202029,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","NW",202030,0,0,NA,NA,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","NW",202031,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","NW",202032,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","NW",202033,0,0,NA,NA,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","NW",202034,0,0,NA,NA,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","NW",202035,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","NW",202036,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","NW",202037,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","NW",202038,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","NW",202039,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","NW",202040,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202041,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202042,1,1,0.018,1.8,3889,25.71,25.71,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202043,0,1,0,0,3889,0,25.71,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202044,0,1,0,0,3889,0,25.71,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202045,1,2,0.006,0.6,3889,25.71,51.43,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202046,1,3,0.009,0.9,3889,25.71,77.14,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202047,1,4,0.014,1.4,3889,25.71,102.85,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202048,1,5,0.014,1.4,3889,25.71,128.57,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202049,1,6,0.009,0.9,3889,25.71,154.28,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202050,2,8,0.019,1.9,3889,51.43,205.71,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202051,2,10,0.017,1.7,3889,51.43,257.14,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202052,0,10,0,0,3889,0,257.14,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202053,3,13,0.024,2.4,3889,77.14,334.28,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202101,2,15,0.017,1.7,3889,51.43,385.7,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202102,0,15,0,0,3889,0,385.7,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202103,0,15,0,0,3889,0,385.7,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202104,0,15,0,0,3889,0,385.7,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202105,1,16,0.021,2.1,3889,25.71,411.42,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202106,3,19,0.086,8.6,3889,77.14,488.56,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202107,0,19,0,0,3889,0,488.56,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","NW",202108,2,21,0.111,11.1,3889,51.43,539.98,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE
"0 - 9","NW",202109,0,21,0,0,3889,0,539.98,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE
"0 - 9","NW",202110,2,23,0.053,5.3,3889,51.43,591.41,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE
"0 - 9","NW",202111,2,25,0.05,5,3889,51.43,642.84,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE
"0 - 9","NW",202112,0,25,0,0,3889,0,642.84,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","OW",202009,0,0,NA,NA,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","OW",202010,0,0,NA,NA,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","OW",202011,0,0,0,0,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","OW",202012,0,0,0,0,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","OW",202013,0,0,0,0,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","OW",202014,0,0,0,0,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","OW",202015,0,0,0,0,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","OW",202016,0,0,0,0,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","OW",202017,0,0,0,0,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","OW",202018,0,0,0,0,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","OW",202019,0,0,NA,NA,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","OW",202020,0,0,NA,NA,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","OW",202021,0,0,0,0,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","OW",202022,0,0,NA,NA,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","OW",202023,0,0,NA,NA,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","OW",202024,0,0,NA,NA,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","OW",202025,0,0,NA,NA,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","OW",202026,0,0,0,0,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","OW",202027,0,0,0,0,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","OW",202028,0,0,0,0,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","OW",202029,0,0,0,0,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","OW",202030,0,0,0,0,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","OW",202031,0,0,0,0,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","OW",202032,0,0,0,0,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","OW",202033,0,0,NA,NA,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","OW",202034,1,1,0.143,14.3,3806,26.27,26.27,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","OW",202035,0,1,0,0,3806,0,26.27,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","OW",202036,0,1,0,0,3806,0,26.27,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","OW",202037,0,1,0,0,3806,0,26.27,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","OW",202038,0,1,0,0,3806,0,26.27,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","OW",202039,0,1,0,0,3806,0,26.27,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","OW",202040,0,1,0,0,3806,0,26.27,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202041,0,1,0,0,3806,0,26.27,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202042,0,1,0,0,3806,0,26.27,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202043,0,1,0,0,3806,0,26.27,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202044,0,1,0,0,3806,0,26.27,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202045,1,2,0.008,0.8,3806,26.27,52.55,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202046,2,4,0.012,1.2,3806,52.55,105.1,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202047,0,4,0,0,3806,0,105.1,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202048,0,4,0,0,3806,0,105.1,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202049,0,4,0,0,3806,0,105.1,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202050,2,6,0.029,2.9,3806,52.55,157.65,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202051,1,7,0.013,1.3,3806,26.27,183.92,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202052,0,7,0,0,3806,0,183.92,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202053,0,7,0,0,3806,0,183.92,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202101,2,9,0.029,2.9,3806,52.55,236.47,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202102,0,9,0,0,3806,0,236.47,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202103,0,9,0,0,3806,0,236.47,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202104,1,10,0.038,3.8,3806,26.27,262.74,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202105,4,14,0.1,10,3806,105.1,367.84,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202106,1,15,0.026,2.6,3806,26.27,394.11,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202107,0,15,0,0,3806,0,394.11,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","OW",202108,0,15,0,0,3806,0,394.11,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE
"0 - 9","OW",202109,0,15,0,0,3806,0,394.11,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE
"0 - 9","OW",202110,0,15,0,0,3806,0,394.11,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE
"0 - 9","OW",202111,2,17,0.057,5.7,3806,52.55,446.66,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE
"0 - 9","OW",202112,0,17,0,0,3806,0,446.66,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","SG",202009,0,0,NA,NA,52827,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","SG",202010,0,0,0,0,52827,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","SG",202011,0,0,0,0,52827,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","SG",202012,0,0,0,0,52827,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","SG",202013,0,0,0,0,52827,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","SG",202014,1,1,0.006,0.6,52827,1.89,1.89,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","SG",202015,0,1,0,0,52827,0,1.89,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","SG",202016,0,1,0,0,52827,0,1.89,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","SG",202017,0,1,0,0,52827,0,1.89,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","SG",202018,0,1,0,0,52827,0,1.89,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","SG",202019,0,1,0,0,52827,0,1.89,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
