"datum","entries","entries_pos","entries_neg","sumTotal","timeframe_7d","sumTotal_last7d","timeframe_14d","sumTotal_last14d","timeframe_28d","sumTotal_last28d","timeframe_phase2","sumTotal_Phase2","timeframe_phase2b","sumTotal_Phase2b","sum7d","sum14d","mean7d","mean14d","pos_anteil","pos_anteil_mean7d","timeframe_all","anteil_pos_all","anteil_pos_14","anteil_pos_28","anteil_pos_phase2","anteil_pos_phase2b","pop","inz_entries","inzmean7d","inzmean14d","inzsumTotal","inzsumTotal_last7d","inzsumTotal_last14d","inzsumTotal_last28d","inzsumTotal_Phase2","inzsumTotal_Phase2b","inzsum7d","inzsum14d","entries_diff_last_age","entries_diff_last","type","version","datum_unit","nachweismethode","geoRegion"
2020-08-13,751,21,730,49725,FALSE,0,FALSE,0,FALSE,0,TRUE,44679,FALSE,0,4092,7942,606.29,677.43,2.8,2.53,TRUE,10,3.8,3.9,10.1,11.8,1039474,72.25,58.33,65.17,4783.67,NA,NA,NA,4298.23,NA,393.66,764.04,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-14,730,16,714,50455,FALSE,0,FALSE,0,FALSE,0,TRUE,45409,FALSE,0,4247,8156,645.57,710.07,2.2,2.31,TRUE,10,3.8,3.9,10.1,11.8,1039474,70.23,62.11,68.31,4853.9,NA,NA,NA,4368.46,NA,408.57,784.63,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-15,360,9,351,50815,FALSE,0,FALSE,0,FALSE,0,TRUE,45769,FALSE,0,4277,8266,687.71,723.14,2.5,2.13,TRUE,10,3.8,3.9,10.1,11.8,1039474,34.63,66.16,69.57,4888.53,NA,NA,NA,4403.09,NA,411.46,795.21,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-16,202,4,198,51017,FALSE,0,FALSE,0,FALSE,0,TRUE,45971,FALSE,0,4244,8257,730.29,734.29,2,1.94,TRUE,10,3.8,3.9,10.1,11.8,1039474,19.43,70.26,70.64,4907.96,NA,NA,NA,4422.53,NA,408.28,794.34,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-17,943,11,932,51960,FALSE,0,FALSE,0,FALSE,0,TRUE,46914,FALSE,0,4519,8522,770.29,773.93,1.2,1.81,TRUE,10,3.8,3.9,10.1,11.8,1039474,90.72,74.1,74.45,4998.68,NA,NA,NA,4513.24,NA,434.74,819.84,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-18,1057,16,1041,53017,FALSE,0,FALSE,0,FALSE,0,TRUE,47971,FALSE,0,4814,8818,813.43,820.79,1.5,1.7,TRUE,10,3.8,3.9,10.1,11.8,1039474,101.69,78.25,78.96,5100.37,NA,NA,NA,4614.93,NA,463.12,848.31,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-19,1069,15,1054,54086,FALSE,0,FALSE,0,FALSE,0,TRUE,49040,FALSE,0,5112,9169,835.29,866.5,1.4,1.67,TRUE,10,3.8,3.9,10.1,11.8,1039474,102.84,80.36,83.36,5203.21,NA,NA,NA,4717.77,NA,491.79,882.08,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-20,1031,20,1011,55117,FALSE,0,FALSE,0,FALSE,0,TRUE,50071,FALSE,0,5392,9484,862.29,913.86,1.9,1.76,TRUE,10,3.8,3.9,10.1,11.8,1039474,99.18,82.95,87.92,5302.39,NA,NA,NA,4816.96,NA,518.72,912.38,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-21,1032,14,1018,56149,FALSE,0,FALSE,0,FALSE,0,TRUE,51103,FALSE,0,5694,9941,902.29,953.29,1.4,1.91,TRUE,10,3.8,3.9,10.1,11.8,1039474,99.28,86.8,91.71,5401.67,NA,NA,NA,4916.24,NA,547.78,956.35,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-22,513,12,501,56662,FALSE,0,FALSE,0,FALSE,0,TRUE,51616,FALSE,0,5847,10124,953.86,979.71,2.3,1.94,TRUE,10,3.8,3.9,10.1,11.8,1039474,49.35,91.76,94.25,5451.03,NA,NA,NA,4965.59,NA,562.5,973.95,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-23,391,10,381,57053,FALSE,0,FALSE,0,FALSE,0,TRUE,52007,FALSE,0,6036,10280,1002.71,1000.36,2.6,1.93,TRUE,10,3.8,3.9,10.1,11.8,1039474,37.62,96.46,96.24,5488.64,NA,NA,NA,5003.2,NA,580.68,988.96,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-24,1223,28,1195,58276,FALSE,0,FALSE,0,FALSE,0,TRUE,53230,FALSE,0,6316,10835,1057.43,1027.5,2.3,1.93,TRUE,10,3.8,3.9,10.1,11.8,1039474,117.66,101.73,98.85,5606.3,NA,NA,NA,5120.86,NA,607.62,1042.35,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-25,1418,24,1394,59694,FALSE,0,FALSE,0,FALSE,0,TRUE,54648,FALSE,0,6677,11491,1093.14,1088,1.7,1.86,TRUE,10,3.8,3.9,10.1,11.8,1039474,136.42,105.16,104.67,5742.71,NA,NA,NA,5257.27,NA,642.34,1105.46,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-26,1411,19,1392,61105,FALSE,0,FALSE,0,FALSE,0,TRUE,56059,FALSE,0,7019,12131,1124.14,1129,1.3,1.94,TRUE,10,3.8,3.9,10.1,11.8,1039474,135.74,108.15,108.61,5878.45,NA,NA,NA,5393.02,NA,675.25,1167.03,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-27,1414,27,1387,62519,FALSE,0,FALSE,0,FALSE,0,TRUE,57473,FALSE,0,7402,12794,1138.43,1174.14,1.9,1.86,TRUE,10,3.8,3.9,10.1,11.8,1039474,136.03,109.52,112.96,6014.48,NA,NA,NA,5529.05,NA,712.09,1230.81,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-28,1282,11,1271,63801,FALSE,0,FALSE,0,FALSE,0,TRUE,58755,FALSE,0,7652,13346,1152.71,1207.43,0.9,1.77,TRUE,10,3.8,3.9,10.1,11.8,1039474,123.33,110.89,116.16,6137.82,NA,NA,NA,5652.38,NA,736.14,1283.92,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-29,730,21,709,64531,FALSE,0,FALSE,0,FALSE,0,TRUE,59485,FALSE,0,7869,13716,1222.14,1230.57,2.9,1.69,TRUE,10,3.8,3.9,10.1,11.8,1039474,70.23,117.57,118.38,6208.04,NA,NA,NA,5722.61,NA,757.02,1319.51,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-30,491,10,481,65022,FALSE,0,FALSE,0,FALSE,0,TRUE,59976,FALSE,0,7969,14005,1255.29,1228.07,2,1.67,TRUE,10,3.8,3.9,10.1,11.8,1039474,47.24,120.76,118.14,6255.28,NA,NA,NA,5769.84,NA,766.64,1347.32,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-08-31,1323,22,1301,66345,FALSE,0,FALSE,0,FALSE,0,TRUE,61299,FALSE,0,8069,14385,1290.86,1249.57,1.7,1.74,TRUE,10,3.8,3.9,10.1,11.8,1039474,127.28,124.18,120.21,6382.56,NA,NA,NA,5897.12,NA,776.26,1383.87,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-01,1904,21,1883,68249,FALSE,0,FALSE,0,FALSE,0,TRUE,63203,FALSE,0,8555,15232,1321.71,1272.43,1.1,1.89,TRUE,10,3.8,3.9,10.1,11.8,1039474,183.17,127.15,122.41,6565.72,NA,NA,NA,6080.29,NA,823.01,1465.36,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-02,1643,20,1623,69892,FALSE,0,FALSE,0,FALSE,0,TRUE,64846,FALSE,0,8787,15806,1337,1288.5,1.2,1.8,TRUE,10,3.8,3.9,10.1,11.8,1039474,158.06,128.62,123.96,6723.79,NA,NA,NA,6238.35,NA,845.33,1520.58,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-03,1663,40,1623,71555,FALSE,0,FALSE,0,FALSE,0,TRUE,66509,FALSE,0,9036,16438,1317.71,1297.21,2.4,1.71,TRUE,10,3.8,3.9,10.1,11.8,1039474,159.98,126.77,124.79,6883.77,NA,NA,NA,6398.33,NA,869.29,1581.38,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-04,1498,29,1469,73053,FALSE,0,FALSE,0,FALSE,0,TRUE,68007,FALSE,0,9252,16904,1346.43,1289.21,1.9,1.76,TRUE,10,3.8,3.9,10.1,11.8,1039474,144.11,129.53,124.03,7027.88,NA,NA,NA,6542.44,NA,890.07,1626.21,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-05,837,19,818,73890,FALSE,0,FALSE,0,FALSE,0,TRUE,68844,FALSE,0,9359,17228,1322.71,1298.29,2.3,1.84,TRUE,10,3.8,3.9,10.1,11.8,1039474,80.52,127.25,124.9,7108.4,NA,NA,NA,6622.97,NA,900.36,1657.38,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-06,356,5,351,74246,FALSE,0,FALSE,0,FALSE,0,TRUE,69200,FALSE,0,9224,17193,1321.71,1284.93,1.4,1.96,TRUE,10,3.8,3.9,10.1,11.8,1039474,34.25,127.15,123.61,7142.65,NA,NA,NA,6657.21,NA,887.37,1654.01,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-07,1524,31,1493,75770,FALSE,0,FALSE,0,FALSE,0,TRUE,70724,FALSE,0,9425,17494,1303.57,1295.64,2,1.91,TRUE,10,3.8,3.9,10.1,11.8,1039474,146.61,125.41,124.64,7289.26,NA,NA,NA,6803.83,NA,906.71,1682.97,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-08,1738,29,1709,77508,FALSE,0,FALSE,0,FALSE,0,TRUE,72462,FALSE,0,9259,17814,1256.71,1278.71,1.7,2.07,TRUE,10,3.8,3.9,10.1,11.8,1039474,167.2,120.9,123.02,7456.46,NA,NA,NA,6971.03,NA,890.74,1713.75,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-09,1636,32,1604,79144,FALSE,0,FALSE,0,FALSE,0,TRUE,74098,FALSE,0,9252,18039,1259.57,1276.14,2,2.23,TRUE,10,3.8,3.9,10.1,11.8,1039474,157.39,121.17,122.77,7613.85,NA,NA,NA,7128.41,NA,890.07,1735.4,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-10,1536,33,1503,80680,FALSE,0,FALSE,0,FALSE,0,TRUE,75634,FALSE,0,9125,18161,1252.14,1277,2.1,2.5,TRUE,10,3.8,3.9,10.1,11.8,1039474,147.77,120.46,122.85,7761.62,NA,NA,NA,7276.18,NA,877.85,1747.13,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-11,1170,35,1135,81850,FALSE,0,FALSE,0,FALSE,0,TRUE,76804,FALSE,0,8797,18049,1244.86,1271.5,3,2.84,TRUE,10,3.8,3.9,10.1,11.8,1039474,112.56,119.76,122.32,7874.17,NA,NA,NA,7388.74,NA,846.29,1736.36,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-12,857,29,828,82707,FALSE,0,FALSE,0,FALSE,0,TRUE,77661,FALSE,0,8817,18176,1234.71,1269.5,3.4,2.94,TRUE,10,3.8,3.9,10.1,11.8,1039474,82.45,118.78,122.13,7956.62,NA,NA,NA,7471.18,NA,848.22,1748.58,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-13,304,10,294,83011,FALSE,0,FALSE,0,FALSE,0,TRUE,77965,FALSE,0,8765,17989,1230.57,1273.43,3.3,3.21,TRUE,10,3.8,3.9,10.1,11.8,1039474,29.25,118.38,122.51,7985.87,NA,NA,NA,7500.43,NA,843.21,1730.59,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-14,1473,65,1408,84484,FALSE,0,FALSE,0,FALSE,0,TRUE,79438,FALSE,0,8714,18139,1250.43,1244.21,4.4,3.29,TRUE,10,3.8,3.9,10.1,11.8,1039474,141.71,120.29,119.7,8127.57,NA,NA,NA,7642.13,NA,838.31,1745.02,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-15,1667,40,1627,86151,FALSE,0,FALSE,0,FALSE,0,TRUE,81105,FALSE,0,8643,17902,1286.29,1212.21,2.4,3.43,TRUE,10,3.8,3.9,10.1,11.8,1039474,160.37,123.74,116.62,8287.94,NA,NA,NA,7802.5,NA,831.48,1722.22,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-16,1607,63,1544,87758,FALSE,0,FALSE,0,FALSE,0,TRUE,82712,FALSE,0,8614,17866,1279.43,1179.07,3.9,3.41,TRUE,10,3.8,3.9,10.1,11.8,1039474,154.6,123.08,113.43,8442.54,NA,NA,NA,7957.1,NA,828.69,1718.75,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-17,1675,43,1632,89433,FALSE,0,FALSE,0,FALSE,0,TRUE,84387,FALSE,0,8753,17878,1294.71,1140.93,2.6,3.84,TRUE,10,3.8,3.9,10.1,11.8,1039474,161.14,124.55,109.76,8603.68,NA,NA,NA,8118.24,NA,842.06,1719.91,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-18,1421,57,1364,90854,FALSE,0,FALSE,0,FALSE,0,TRUE,85808,FALSE,0,9004,17801,1243.57,1132.36,4,3.77,TRUE,10,3.8,3.9,10.1,11.8,1039474,136.7,119.63,108.94,8740.38,NA,NA,NA,8254.94,NA,866.21,1712.5,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-19,809,27,782,91663,FALSE,0,FALSE,0,FALSE,0,TRUE,86617,FALSE,0,8956,17773,1189.71,1107.43,3.3,4,TRUE,10,3.8,3.9,10.1,11.8,1039474,77.83,114.45,106.54,8818.21,NA,NA,NA,8332.77,NA,861.59,1709.81,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-20,411,26,385,92074,FALSE,0,FALSE,0,FALSE,0,TRUE,87028,FALSE,0,9063,17828,1127.57,1109.79,6.3,3.91,TRUE,10,3.8,3.9,10.1,11.8,1039474,39.54,108.48,106.76,8857.75,NA,NA,NA,8372.31,NA,871.88,1715.1,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-21,1115,44,1071,93189,FALSE,0,FALSE,0,FALSE,0,TRUE,88143,FALSE,0,8705,17419,1031.43,1075.79,3.9,4.17,TRUE,10,3.8,3.9,10.1,11.8,1039474,107.27,99.23,103.49,8965.01,NA,NA,NA,8479.58,NA,837.44,1675.75,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-22,1290,51,1239,94479,FALSE,0,FALSE,0,FALSE,0,TRUE,89433,FALSE,0,8328,16971,978.43,1051.36,4,4.07,TRUE,10,3.8,3.9,10.1,11.8,1039474,124.1,94.13,101.14,9089.12,NA,NA,NA,8603.68,NA,801.17,1632.65,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-23,1172,39,1133,95651,FALSE,0,FALSE,0,FALSE,0,TRUE,90605,FALSE,0,7893,16507,935.43,1020.64,3.3,4.24,TRUE,10,3.8,3.9,10.1,11.8,1039474,112.75,89.99,98.19,9201.87,NA,NA,NA,8716.43,NA,759.33,1588.01,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-24,1002,44,958,96653,FALSE,0,FALSE,0,FALSE,0,TRUE,91607,FALSE,0,7220,15973,924.86,980,4.4,4.31,TRUE,10,3.8,3.9,10.1,11.8,1039474,96.39,88.97,94.28,9298.26,NA,NA,NA,8812.82,NA,694.58,1536.64,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-25,1050,35,1015,97703,FALSE,0,FALSE,0,FALSE,0,TRUE,92657,FALSE,0,6849,15853,908,946.21,3.3,4.3,TRUE,10,3.8,3.9,10.1,11.8,1039474,101.01,87.35,91.03,9399.27,NA,NA,NA,8913.84,NA,658.89,1525.1,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-26,508,23,485,98211,FALSE,0,FALSE,0,FALSE,0,TRUE,93165,FALSE,0,6548,15504,913,932.86,4.5,4.23,TRUE,10,3.8,3.9,10.1,11.8,1039474,48.87,87.83,89.74,9448.14,NA,NA,NA,8962.71,NA,629.93,1491.52,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-27,337,23,314,98548,FALSE,0,FALSE,0,FALSE,0,TRUE,93502,FALSE,0,6474,15537,913.71,926,6.8,4.61,TRUE,10,3.8,3.9,10.1,11.8,1039474,32.42,87.9,89.08,9480.56,NA,NA,NA,8995.13,NA,622.82,1494.7,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-28,997,38,959,99545,FALSE,0,FALSE,0,FALSE,0,TRUE,94499,TRUE,997,6356,15061,928.57,944.5,3.8,4.76,TRUE,10,3.8,3.9,10.1,11.8,1039474,95.91,89.33,90.86,9576.48,NA,NA,NA,9091.04,95.91,611.46,1448.91,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-29,1325,46,1279,100870,FALSE,0,FALSE,0,FALSE,0,TRUE,95824,TRUE,2322,6391,14719,914,968.79,3.5,5.2,TRUE,10,3.8,3.9,10.1,11.8,1039474,127.47,87.93,93.2,9703.95,NA,NA,NA,9218.51,223.38,614.83,1416,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-09-30,1177,71,1106,102047,FALSE,0,FALSE,0,FALSE,0,TRUE,97001,TRUE,3499,6396,14289,930.29,989.71,6,5.5,TRUE,10,3.8,3.9,10.1,11.8,1039474,113.23,89.5,95.21,9817.18,NA,NA,NA,9331.74,336.61,615.31,1374.64,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-01,1106,60,1046,103153,FALSE,0,FALSE,0,FALSE,0,TRUE,98107,TRUE,4605,6500,13720,927.14,1031.43,5.4,5.84,TRUE,10,3.8,3.9,10.1,11.8,1039474,106.4,89.19,99.23,9923.58,NA,NA,NA,9438.14,443.01,625.32,1319.9,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-02,948,61,887,104101,FALSE,0,FALSE,0,FALSE,0,TRUE,99055,TRUE,5553,6398,13247,981,1060.86,6.4,6.27,TRUE,10,3.8,3.9,10.1,11.8,1039474,91.2,94.37,102.06,10014.78,NA,NA,NA,9529.34,534.21,615.5,1274.39,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-03,622,41,581,104723,FALSE,0,FALSE,0,FALSE,0,TRUE,99677,TRUE,6175,6512,13060,1024.57,1097.43,6.6,6.69,TRUE,10,3.8,3.9,10.1,11.8,1039474,59.84,98.57,105.58,10074.61,NA,NA,NA,9589.18,594.05,626.47,1256.4,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-04,315,29,286,105038,FALSE,0,FALSE,0,FALSE,0,TRUE,99992,TRUE,6490,6490,12964,1065.71,1117.5,9.2,6.86,TRUE,10,3.8,3.9,10.1,11.8,1039474,30.3,102.52,107.51,10104.92,NA,NA,NA,9619.48,624.35,624.35,1247.17,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-05,1374,93,1281,106412,FALSE,0,FALSE,0,FALSE,0,TRUE,101366,TRUE,7864,6867,13223,1134.29,1183.21,6.8,7.11,TRUE,10,3.8,3.9,10.1,11.8,1039474,132.18,109.12,113.83,10237.1,NA,NA,NA,9751.66,756.54,660.62,1272.09,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-06,1630,105,1525,108042,FALSE,0,FALSE,0,FALSE,0,TRUE,102996,TRUE,9494,7172,13563,1207.71,1242.5,6.4,7.41,TRUE,10,3.8,3.9,10.1,11.8,1039474,156.81,116.18,119.53,10393.91,NA,NA,NA,9908.47,913.35,689.96,1304.79,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-07,1465,105,1360,109507,FALSE,0,FALSE,0,FALSE,0,TRUE,104461,TRUE,10959,7460,13856,1264.57,1305.36,7.2,8.17,TRUE,10,3.8,3.9,10.1,11.8,1039474,140.94,121.65,125.58,10534.85,NA,NA,NA,10049.41,1054.28,717.67,1332.98,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-08,1586,114,1472,111093,FALSE,0,FALSE,0,FALSE,0,TRUE,106047,TRUE,12545,7940,14440,1307.86,1383.79,7.2,8.61,TRUE,10,3.8,3.9,10.1,11.8,1039474,152.58,125.82,133.12,10687.42,NA,NA,NA,10201.99,1206.86,763.85,1389.16,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-09,1462,125,1337,112555,FALSE,0,FALSE,0,FALSE,0,TRUE,107509,TRUE,14007,8454,14852,1385.43,1499.43,8.5,9.16,TRUE,10,3.8,3.9,10.1,11.8,1039474,140.65,133.28,144.25,10828.07,NA,NA,NA,10342.63,1347.51,813.3,1428.8,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-10,1020,121,899,113575,FALSE,0,FALSE,0,FALSE,0,TRUE,108529,TRUE,15027,8852,15364,1460.43,1579.93,11.9,9.99,TRUE,10,3.8,3.9,10.1,11.8,1039474,98.13,140.5,151.99,10926.2,NA,NA,NA,10440.76,1445.64,851.58,1478.06,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-11,618,76,542,114193,FALSE,0,FALSE,0,FALSE,0,TRUE,109147,TRUE,15645,9155,15645,1545,1630.14,12.3,10.79,TRUE,10,3.8,3.9,10.1,11.8,1039474,59.45,148.63,156.82,10985.65,NA,NA,NA,10500.21,1505.09,880.73,1505.09,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-12,1917,203,1714,116110,FALSE,0,FALSE,0,FALSE,0,TRUE,111064,TRUE,17562,9698,16565,1633.29,1701.5,10.6,11.63,TRUE,10,3.8,3.9,10.1,11.8,1039474,184.42,157.13,163.69,11170.07,NA,NA,NA,10684.63,1689.51,932.97,1593.59,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-13,2155,262,1893,118265,FALSE,0,FALSE,0,FALSE,0,TRUE,113219,TRUE,19717,10223,17395,1791.14,1833.79,12.2,12.29,TRUE,10,3.8,3.9,10.1,11.8,1039474,207.32,172.31,176.42,11377.39,NA,NA,NA,10891.95,1896.82,983.48,1673.44,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-14,2057,264,1793,120322,FALSE,0,FALSE,0,FALSE,0,TRUE,115276,TRUE,21774,10815,18275,1895.29,1927.86,12.8,12.71,TRUE,10,3.8,3.9,10.1,11.8,1039474,197.89,182.33,185.46,11575.28,NA,NA,NA,11089.84,2094.71,1040.43,1758.1,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-15,2204,289,1915,122526,FALSE,0,FALSE,0,FALSE,0,TRUE,117480,TRUE,23978,11433,19373,1952.43,2047.71,13.1,13.53,TRUE,10,3.8,3.9,10.1,11.8,1039474,212.03,187.83,196.99,11787.31,NA,NA,NA,11301.87,2306.74,1099.88,1863.73,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-16,2567,337,2230,125093,FALSE,0,FALSE,0,FALSE,0,TRUE,120047,TRUE,26545,12538,20992,2017.57,2182.86,13.1,14.44,TRUE,10,3.8,3.9,10.1,11.8,1039474,246.95,194.1,210,12034.26,NA,NA,NA,11548.82,2553.7,1206.19,2019.48,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-17,1749,260,1489,126842,FALSE,0,FALSE,0,FALSE,0,TRUE,121796,TRUE,28294,13267,22119,2207.14,2284.57,14.9,15.17,TRUE,10,3.8,3.9,10.1,11.8,1039474,168.26,212.33,219.78,12202.52,NA,NA,NA,11717.08,2721.95,1276.32,2127.9,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-18,1018,183,835,127860,FALSE,0,FALSE,0,FALSE,0,TRUE,122814,TRUE,29312,13667,22822,2310.71,2342.57,18,16.29,TRUE,10,3.8,3.9,10.1,11.8,1039474,97.93,222.3,225.36,12300.45,NA,NA,NA,11815.01,2819.89,1314.8,2195.53,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-19,2373,403,1970,130233,FALSE,0,FALSE,0,FALSE,0,TRUE,125187,TRUE,31685,14123,23821,2462.14,2475.71,17,17.16,TRUE,10,3.8,3.9,10.1,11.8,1039474,228.29,236.86,238.17,12528.74,NA,NA,NA,12043.3,3048.18,1358.67,2291.64,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-20,3482,601,2881,133715,FALSE,0,FALSE,0,FALSE,0,TRUE,128669,TRUE,35167,15450,25673,2574.57,2580.93,17.3,18.1,TRUE,10,3.8,3.9,10.1,11.8,1039474,334.98,247.68,248.29,12863.72,NA,NA,NA,12378.28,3383.15,1486.33,2469.81,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-21,2782,572,2210,136497,FALSE,0,FALSE,0,FALSE,0,TRUE,131451,TRUE,37949,16175,26990,2673.86,2715.07,20.6,18.94,TRUE,10,3.8,3.9,10.1,11.8,1039474,267.64,257.23,261.2,13131.35,NA,NA,NA,12645.92,3650.79,1556.08,2596.51,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-22,3264,626,2638,139761,FALSE,0,FALSE,0,FALSE,0,TRUE,134715,TRUE,41213,17235,28668,2732.71,2858.64,19.2,19.79,TRUE,10,3.8,3.9,10.1,11.8,1039474,314,262.89,275.01,13445.36,NA,NA,NA,12959.92,3964.79,1658.05,2757.93,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-23,3354,662,2692,143115,FALSE,0,FALSE,0,FALSE,0,TRUE,138069,TRUE,44567,18022,30560,2933.86,2956.07,19.7,20.44,TRUE,10,3.8,3.9,10.1,11.8,1039474,322.66,282.24,284.38,13768.02,NA,NA,NA,13282.58,4287.46,1733.76,2939.95,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-24,2444,509,1935,145559,FALSE,0,FALSE,0,FALSE,0,TRUE,140513,TRUE,47011,18717,31984,2954.71,3008.07,20.8,21.04,TRUE,10,3.8,3.9,10.1,11.8,1039474,235.12,284.25,289.38,14003.14,NA,NA,NA,13517.7,4522.58,1800.62,3076.94,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
2020-10-25,1430,342,1088,146989,FALSE,0,FALSE,0,FALSE,0,TRUE,141943,TRUE,48441,19129,32796,3119.43,3027.79,23.9,21.09,TRUE,10,3.8,3.9,10.1,11.8,1039474,137.57,300.1,291.28,14140.71,NA,NA,NA,13655.27,4660.15,1840.26,3155.06,1,4094,"COVID19Tests","2021-03-24_07-49-49","day","all","BE"
