"country_code" "sex" "age_group" "epi_year" "earlier_death_counts" "later_death_counts"
"387" "FRATNP" "Male" "85+" "2016/2017" 70261.0878025561 27372.9533961928
"388" "FRATNP" "Male" "85+" "2017/2018" 69915.6326625895 29807.6745624226
"389" "FRATNP" "Male" "85+" "2018/2019" 70866.867333262 29316.3360834702
"390" "FRATNP" "Male" "85+" "2019/2020" 70619.1244304168 35801.8667393833
"391" "SWE" "Female" "[0,15)" "2007/2008" 142 54
"392" "SWE" "Female" "[0,15)" "2008/2009" 138 63
"393" "SWE" "Female" "[0,15)" "2009/2010" 141 69
"394" "SWE" "Female" "[0,15)" "2010/2011" 122 52
"395" "SWE" "Female" "[0,15)" "2011/2012" 118 67
"396" "SWE" "Female" "[0,15)" "2012/2013" 137 63
"397" "SWE" "Female" "[0,15)" "2013/2014" 107 52
"398" "SWE" "Female" "[0,15)" "2014/2015" 123 53
"399" "SWE" "Female" "[0,15)" "2015/2016" 146 65
"400" "SWE" "Female" "[0,15)" "2016/2017" 143 72
"401" "SWE" "Female" "[0,15)" "2017/2018" 116 51
"402" "SWE" "Female" "[0,15)" "2018/2019" 131 53
"403" "SWE" "Female" "[0,15)" "2019/2020" 115 55
"404" "SWE" "Female" "[15,65)" "2007/2008" 3259 1430
"405" "SWE" "Female" "[15,65)" "2008/2009" 3220 1462
"406" "SWE" "Female" "[15,65)" "2009/2010" 3091 1338
"407" "SWE" "Female" "[15,65)" "2010/2011" 3077 1303
"408" "SWE" "Female" "[15,65)" "2011/2012" 2887 1322
"409" "SWE" "Female" "[15,65)" "2012/2013" 2884 1249
"410" "SWE" "Female" "[15,65)" "2013/2014" 2823 1284
"411" "SWE" "Female" "[15,65)" "2014/2015" 2805 1196
"412" "SWE" "Female" "[15,65)" "2015/2016" 2737 1171
"413" "SWE" "Female" "[15,65)" "2016/2017" 2544 1129
"414" "SWE" "Female" "[15,65)" "2017/2018" 2603 1058
"415" "SWE" "Female" "[15,65)" "2018/2019" 2491 1056
"416" "SWE" "Female" "[15,65)" "2019/2020" 2527 1088
"417" "SWE" "Female" "[65,75)" "2007/2008" 3502 1504
"418" "SWE" "Female" "[65,75)" "2008/2009" 3613 1642
"419" "SWE" "Female" "[65,75)" "2009/2010" 3706 1558
"420" "SWE" "Female" "[65,75)" "2010/2011" 3821 1679
"421" "SWE" "Female" "[65,75)" "2011/2012" 3812 1750
"422" "SWE" "Female" "[65,75)" "2012/2013" 4134 1824
"423" "SWE" "Female" "[65,75)" "2013/2014" 4060 1817
"424" "SWE" "Female" "[65,75)" "2014/2015" 4201 1821
"425" "SWE" "Female" "[65,75)" "2015/2016" 4294 1811
"426" "SWE" "Female" "[65,75)" "2016/2017" 4340 1929
"427" "SWE" "Female" "[65,75)" "2017/2018" 4341 1924
"428" "SWE" "Female" "[65,75)" "2018/2019" 4249 1761
"429" "SWE" "Female" "[65,75)" "2019/2020" 4030 1883
"430" "SWE" "Female" "[75,85)" "2007/2008" 8877 3958
"431" "SWE" "Female" "[75,85)" "2008/2009" 8893 3712
"432" "SWE" "Female" "[75,85)" "2009/2010" 8137 3753
"433" "SWE" "Female" "[75,85)" "2010/2011" 8191 3559
"434" "SWE" "Female" "[75,85)" "2011/2012" 8333 3538
"435" "SWE" "Female" "[75,85)" "2012/2013" 8260 3530
"436" "SWE" "Female" "[75,85)" "2013/2014" 7857 3364
"437" "SWE" "Female" "[75,85)" "2014/2015" 7976 3575
"438" "SWE" "Female" "[75,85)" "2015/2016" 7710 3273
"439" "SWE" "Female" "[75,85)" "2016/2017" 7935 3399
"440" "SWE" "Female" "[75,85)" "2017/2018" 8113 3425
"441" "SWE" "Female" "[75,85)" "2018/2019" 7873 3441
"442" "SWE" "Female" "[75,85)" "2019/2020" 7870 4360
"443" "SWE" "Female" "85+" "2007/2008" 16773 7629
"444" "SWE" "Female" "85+" "2008/2009" 17461 7150
"445" "SWE" "Female" "85+" "2009/2010" 16074 7193
"446" "SWE" "Female" "85+" "2010/2011" 17271 7318
"447" "SWE" "Female" "85+" "2011/2012" 17632 7651
"448" "SWE" "Female" "85+" "2012/2013" 17613 7632
"449" "SWE" "Female" "85+" "2013/2014" 16351 7127
"450" "SWE" "Female" "85+" "2014/2015" 17582 7527
"451" "SWE" "Female" "85+" "2015/2016" 16398 7152
"452" "SWE" "Female" "85+" "2016/2017" 17976 7249
"453" "SWE" "Female" "85+" "2017/2018" 17255 7337
"454" "SWE" "Female" "85+" "2018/2019" 16038 6929
"455" "SWE" "Female" "85+" "2019/2020" 16011 8613
"456" "SWE" "Male" "[0,15)" "2007/2008" 156 58
"457" "SWE" "Male" "[0,15)" "2008/2009" 165 84
"458" "SWE" "Male" "[0,15)" "2009/2010" 182 82
"459" "SWE" "Male" "[0,15)" "2010/2011" 148 74
"460" "SWE" "Male" "[0,15)" "2011/2012" 135 75
"461" "SWE" "Male" "[0,15)" "2012/2013" 173 95
"462" "SWE" "Male" "[0,15)" "2013/2014" 154 61
"463" "SWE" "Male" "[0,15)" "2014/2015" 150 72
"464" "SWE" "Male" "[0,15)" "2015/2016" 154 89
"465" "SWE" "Male" "[0,15)" "2016/2017" 143 63
"466" "SWE" "Male" "[0,15)" "2017/2018" 168 65
"467" "SWE" "Male" "[0,15)" "2018/2019" 143 56
"468" "SWE" "Male" "[0,15)" "2019/2020" 140 78
"469" "SWE" "Male" "[15,65)" "2007/2008" 5202 2338
"470" "SWE" "Male" "[15,65)" "2008/2009" 5117 2198
"471" "SWE" "Male" "[15,65)" "2009/2010" 4945 2209
"472" "SWE" "Male" "[15,65)" "2010/2011" 4826 2109
"473" "SWE" "Male" "[15,65)" "2011/2012" 4705 1954
"474" "SWE" "Male" "[15,65)" "2012/2013" 4591 2002
"475" "SWE" "Male" "[15,65)" "2013/2014" 4425 1935
"476" "SWE" "Male" "[15,65)" "2014/2015" 4456 1973
"477" "SWE" "Male" "[15,65)" "2015/2016" 4184 1756
"478" "SWE" "Male" "[15,65)" "2016/2017" 3995 1768
"479" "SWE" "Male" "[15,65)" "2017/2018" 3961 1745
"480" "SWE" "Male" "[15,65)" "2018/2019" 3902 1545
"481" "SWE" "Male" "[15,65)" "2019/2020" 3549 1954
"482" "SWE" "Male" "[65,75)" "2007/2008" 5044 2338
"483" "SWE" "Male" "[65,75)" "2008/2009" 5401 2272
"484" "SWE" "Male" "[65,75)" "2009/2010" 5364 2390
"485" "SWE" "Male" "[65,75)" "2010/2011" 5583 2442
"486" "SWE" "Male" "[65,75)" "2011/2012" 5934 2489
"487" "SWE" "Male" "[65,75)" "2012/2013" 5784 2690
"488" "SWE" "Male" "[65,75)" "2013/2014" 5838 2578
"489" "SWE" "Male" "[65,75)" "2014/2015" 6099 2736
"490" "SWE" "Male" "[65,75)" "2015/2016" 6042 2678
"491" "SWE" "Male" "[65,75)" "2016/2017" 5963 2552
"492" "SWE" "Male" "[65,75)" "2017/2018" 5912 2690
"493" "SWE" "Male" "[65,75)" "2018/2019" 5783 2434
"494" "SWE" "Male" "[65,75)" "2019/2020" 5529 2924
"495" "SWE" "Male" "[75,85)" "2007/2008" 9886 4306
"496" "SWE" "Male" "[75,85)" "2008/2009" 9881 4143
"497" "SWE" "Male" "[75,85)" "2009/2010" 9323 4009
"498" "SWE" "Male" "[75,85)" "2010/2011" 9586 3942
"499" "SWE" "Male" "[75,85)" "2011/2012" 9306 4103
"500" "SWE" "Male" "[75,85)" "2012/2013" 9254 3874
"501" "SWE" "Male" "[75,85)" "2013/2014" 8791 3868
"502" "SWE" "Male" "[75,85)" "2014/2015" 9214 4067
"503" "SWE" "Male" "[75,85)" "2015/2016" 8866 3882
"504" "SWE" "Male" "[75,85)" "2016/2017" 9215 3929
"505" "SWE" "Male" "[75,85)" "2017/2018" 9421 3996
"506" "SWE" "Male" "[75,85)" "2018/2019" 9405 4053
"507" "SWE" "Male" "[75,85)" "2019/2020" 9683 5409
"508" "SWE" "Male" "85+" "2007/2008" 9520 4332
"509" "SWE" "Male" "85+" "2008/2009" 10194 4173
"510" "SWE" "Male" "85+" "2009/2010" 9956 4222
"511" "SWE" "Male" "85+" "2010/2011" 10461 4245
"512" "SWE" "Male" "85+" "2011/2012" 10547 4589
"513" "SWE" "Male" "85+" "2012/2013" 10678 4537
"514" "SWE" "Male" "85+" "2013/2014" 10212 4406
"515" "SWE" "Male" "85+" "2014/2015" 10724 4632
"516" "SWE" "Male" "85+" "2015/2016" 10479 4327
"517" "SWE" "Male" "85+" "2016/2017" 11155 4773
"518" "SWE" "Male" "85+" "2017/2018" 10927 4586
"519" "SWE" "Male" "85+" "2018/2019" 10512 4408
"520" "SWE" "Male" "85+" "2019/2020" 10625 5808
